Year,State,Constituency,Constituency_No,Candidate,Gender,Party,Party_Symbol,Total_Electors,Votes,Vote_Pct,Margin,Category
1996,Madhya Pradesh,Betul,28.0,Vijay Kumar Khandelwal,Male,Bharatiya Janata Party,BJP,942780.0,498343.0,22.49,112076.0,GEN
1996,Madhya Pradesh,Bhind,2.0,Dr. Ram Lakhan Singh,Male,Bharatiya Janata Party,BJP,1189827.0,505237.0,3.13,15798.0,GEN
1996,Madhya Pradesh,Bhopal,30.0,Sushil Chandra,Male,Bharatiya Janata Party,BJP,1456014.0,717295.0,21.04,150894.0,GEN
1996,Madhya Pradesh,Bilaspur,15.0,Punnulal Mohle,Male,Bharatiya Janata Party,BJP,1031337.0,538734.0,6.47,34880.0,GEN
1996,Madhya Pradesh,Chhindwara,27.0,Alka Kamalnath,Female,Indian National Congress,INC,996034.0,602779.0,3.55,21382.0,GEN
1996,Madhya Pradesh,Damoh,7.0,Ram Krishna Kusmaria,Male,Bharatiya Janata Party,BJP,1174713.0,596369.0,28.21,168257.0,GEN
1996,Madhya Pradesh,Dhar,36.0,Chhatar Singh Darbar,Male,Bharatiya Janata Party,BJP,1111600.0,580848.0,14.05,81611.0,GEN
1996,Madhya Pradesh,Durg,21.0,Tarachand Sahu,Male,Bharatiya Janata Party,BJP,1250065.0,636176.0,4.05,25747.0,GEN
1996,Madhya Pradesh,Guna,4.0,Rajmata Vijaya Raje Scindia,Female,Bharatiya Janata Party,BJP,1201687.0,547727.0,23.88,130824.0,GEN
1996,Madhya Pradesh,Gwalior,3.0,Madhavrao Scindia,Male,Manipur Peoples Voluntary Corps,DMK,1183071.0,508849.0,44.02,223994.0,GEN
1996,Madhya Pradesh,Hoshangabad,29.0,Sartaj Singh,Male,Bharatiya Janata Party,BJP,1077648.0,565495.0,9.29,52527.0,GEN
1996,Madhya Pradesh,Indore,37.0,Sumitra Mahajan,Female,Bharatiya Janata Party,BJP,1239628.0,664159.0,15.72,104433.0,GEN
1996,Madhya Pradesh,Jabalpur,25.0,Dada Baburao Paranjape,Male,Bharatiya Janata Party,BJP,1217255.0,522732.0,17.92,93680.0,GEN
1996,Madhya Pradesh,Janjgir,14.0,Manaharan Lal Pandey,Male,Bharatiya Janata Party,BJP,1149163.0,645787.0,5.22,33732.0,GEN
1996,Madhya Pradesh,Jhabua,39.0,Dileep Singh Bhuria,Male,Indian National Congress,INC,1059977.0,474983.0,5.87,27899.0,GEN
1996,Madhya Pradesh,Kanker,19.0,Chhabila Arvind Netam,Male,Indian National Congress,INC,978117.0,551100.0,4.43,24420.0,GEN
1996,Madhya Pradesh,Khajuraho,6.0,Uma Bharti,Female,Bharatiya Janata Party,BJP,1286423.0,650443.0,20.15,131090.0,GEN
1996,Madhya Pradesh,Khandwa,34.0,Nand Kumar Singh Chouhan,Male,Bharatiya Janata Party,BJP,1050533.0,572606.0,16.48,94350.0,GEN
1996,Madhya Pradesh,Khargone,35.0,Rameshwar Pattidhar,Male,Bharatiya Janata Party,BJP,1050923.0,581698.0,7.77,45207.0,GEN
1996,Madhya Pradesh,Mahasamund,18.0,Pawan Diwan,Male,Indian National Congress,INC,1018379.0,605017.0,1.15,6940.0,GEN
1996,Madhya Pradesh,Mandla,24.0,Faggan Singh Kulaste,Male,Bharatiya Janata Party,BJP,955278.0,548788.0,11.78,64620.0,GEN
1996,Madhya Pradesh,Mandsaur,40.0,Laxminarayan Pandey,Male,Bharatiya Janata Party,BJP,1157505.0,696156.0,11.47,79848.0,GEN
1996,Madhya Pradesh,Morena,1.0,Ashok Argal,Male,Bharatiya Janata Party,BJP,1217163.0,405538.0,9.37,37979.0,GEN
1996,Madhya Pradesh,Raigarh,13.0,Nand Kumar Sai,Male,Bharatiya Janata Party,BJP,923706.0,617955.0,1.49,9198.0,GEN
1996,Madhya Pradesh,Raipur,17.0,Ramesh Vaish,Male,Bharatiya Janata Party,BJP,1104342.0,555339.0,9.14,50739.0,GEN
1996,Madhya Pradesh,Rajgarh,32.0,Laxman Singh,Male,Indian National Congress,INC,1040216.0,588886.0,4.28,25201.0,GEN
1996,Madhya Pradesh,Rajnandgaon,22.0,Ashok Sharma,Male,Bharatiya Janata Party,BJP,968069.0,498311.0,11.9,59276.0,GEN
1996,Madhya Pradesh,Rewa,9.0,Buddha Hasen Patel,Male,Bahujan Samaj Party,BSP,1281030.0,588498.0,2.1,12382.0,GEN
1996,Madhya Pradesh,Sagar,5.0,Virendra Kumar,Male,Bharatiya Janata Party,BJP,1044260.0,469127.0,31.62,148317.0,GEN
1996,Madhya Pradesh,Sarangarh,16.0,Paras Ram Bhardwaj,Male,Indian National Congress,INC,1021363.0,546806.0,6.09,33277.0,GEN
1996,Madhya Pradesh,Satna,8.0,Sukhlal Kushwaha,Male,Bahujan Samaj Party,BSP,1114739.0,643227.0,3.46,22238.0,GEN
1996,Madhya Pradesh,Seoni,26.0,Prahlad Singh Patel,Male,Bharatiya Janata Party,BJP,1047662.0,601275.0,10.78,64847.0,GEN
1996,Madhya Pradesh,Shahdol,11.0,Gyan Singh,Male,Bharatiya Janata Party,BJP,1143068.0,621843.0,8.59,53395.0,GEN
1996,Madhya Pradesh,Shajapur,33.0,Thawarchand Gehlot,Male,Bharatiya Janata Party,BJP,1113464.0,609000.0,21.29,129639.0,GEN
1996,Madhya Pradesh,Sidhi,10.0,Tilak Raj Singh,Male,All India Indira Congress (Tiwari),TWO LEAVES,1197222.0,637699.0,1.29,8204.0,GEN
1996,Madhya Pradesh,Surguja,12.0,Khelsai Singh,Male,Indian National Congress,INC,1046615.0,636211.0,1.38,8771.0,GEN
1996,Madhya Pradesh,Ujjain,38.0,Satyanarian Jatiya,Male,Bharatiya Janata Party,BJP,1020916.0,578494.0,19.23,111257.0,GEN
1996,Madhya Pradesh,Vidisha,31.0,Shivraj Singh,Male,Bharatiya Janata Party,BJP,1082155.0,573521.0,30.65,175758.0,GEN
1996,Maharashtra,Ahmednagar,39.0,Maruti Deoram Alias Dada Patil Shelke,Male,Indian National Congress,INC,1108983.0,554015.0,38.4,49409.0,GEN
1996,Maharashtra,Akola,19.0,Phundkar Pandurang Pundlik,Male,Independent,IND,1075426.0,638841.0,34.61,9053.0,GEN
1996,Maharashtra,Amravati,21.0,Gudhe Anantrao Mahadeoappa,Male,Independent,IND,1099720.0,541132.0,39.86,58631.0,GEN
1996,Maharashtra,Aurangabad,33.0,Jaiswal Pradeep,Male,Independent,IND,1318963.0,677634.0,44.44,114579.0,GEN
1996,Maharashtra,Baramati,43.0,Pawar Sharadchandra Govindrao,Male,Independent,IND,1399042.0,747148.0,57.23,160501.0,GEN
1996,Maharashtra,Beed,34.0,Rajani Ashokrao Patil,Female,Bharatiya Janata Party,BJP,1146418.0,644962.0,43.41,57460.0,GEN
1996,Maharashtra,Bhandara,24.0,Patel Praful Manoharbhai,Male,Independent,IND,907907.0,606076.0,42.84,6963.0,GEN
1996,Maharashtra,Buldhana,18.0,Adsul Anandrao Vithoba,Male,Independent,IND,1023215.0,593540.0,47.5,69431.0,GEN
1996,Maharashtra,Chandrapur,26.0,Ahir Hansaraj Gangaram,Male,Bharatiya Janata Party,BJP,1180374.0,744373.0,34.08,96131.0,GEN
1996,Maharashtra,Chimur,25.0,Diwate Namdeo Harbaji,Male,Independent,IND,989212.0,705828.0,43.78,112335.0,GEN
1996,Maharashtra,Dahanu,11.0,Chintaman Wanaga,Male,Bharatiya Janata Party,BJP,1393889.0,538787.0,42.02,72518.0,GEN
1996,Maharashtra,Dhule,14.0,Bagul Sahebrao Sukram,Male,Bharatiya Janata Party,BJP,1077969.0,379759.0,48.6,29633.0,GEN
1996,Maharashtra,Erandol,16.0,Annasaheb Patil M.K.,Male,Bharatiya Janata Party,BJP,1035322.0,511728.0,48.38,46527.0,GEN
1996,Maharashtra,Hingoli,29.0,Mane Shivaji Gyanbarao,Male,Independent,IND,1015490.0,576348.0,35.36,79067.0,GEN
1996,Maharashtra,Ichalkaranji,47.0,Awade Kallappa Baburao,Male,Independent,IND,1093847.0,689723.0,34.44,28510.0,GEN
1996,Maharashtra,Jalgaon,17.0,Gunwantrao Rambhau Sarode,Male,Independent,IND,1056966.0,507000.0,52.99,84087.0,GEN
1996,Maharashtra,Jalna,32.0,Pawar Uttamsing Rajdharsing,Male,Independent,IND,1072289.0,603551.0,53.01,118630.0,GEN
1996,Maharashtra,Karad,45.0,Chavan Prithviraj Dajisaheb,Male,Independent,IND,1015322.0,616115.0,49.96,149596.0,GEN
1996,Maharashtra,Khed,41.0,Sherkar Nivruttisheth Namdeo,Male,Indian National Congress,INC,1029058.0,562935.0,44.4,18569.0,GEN
1996,Maharashtra,Kolaba,3.0,Antulay Abdul Rahiman A. Gafoor,Male,Indian National Congress,INC,1085702.0,625231.0,34.1,4007.0,GEN
1996,Maharashtra,Kolhapur,48.0,Gaikwad Udaysingrao Nanasaheb,Male,Indian National Congress,INC,1038333.0,538907.0,43.93,68325.0,GEN
1996,Maharashtra,Kopargaon,40.0,Badade Bhimrao Vishnuji,Male,Bharatiya Janata Party,BJP,924596.0,509427.0,47.81,20251.0,GEN
1996,Maharashtra,Latur,35.0,Shivraj Vishwanath Patil,Male,Independent,IND,1045017.0,669844.0,41.77,79372.0,GEN
1996,Maharashtra,Malegaon,13.0,Raut Kacharu Bhau,Male,Bharatiya Janata Party,BJP,1056717.0,431700.0,34.59,12881.0,GEN
1996,Maharashtra,Mumbai North,9.0,Ram Naik,Male,Independent,IND,2156292.0,859527.0,58.49,256260.0,GEN
1996,Maharashtra,Mumbai North Central,6.0,Narayan Gajanan Athawale,Male,Independent,IND,1118207.0,506146.0,47.92,89199.0,GEN
1996,Maharashtra,Mumbai North East,7.0,Pramod Mahajan,Male,Bharatiya Janata Party,BJP,1930084.0,914917.0,46.87,191563.0,GEN
1996,Maharashtra,Mumbai North West,8.0,Madhukar Sirpotdar,Male,Shiv Sena,SHS,1517813.0,707215.0,45.4,88469.0,GEN
1996,Maharashtra,Mumbai South,4.0,Jayawantiben Mehta,Female,Bharatiya Janata Party,BJP,710750.0,310734.0,44.68,23208.0,GEN
1996,Maharashtra,Mumbai South Central,5.0,Mohan Vishnu Rawale,Male,Shiv Sena,SHS,802038.0,366860.0,47.4,58652.0,GEN
1996,Maharashtra,Nagpur,23.0,Banwarilal Purohit,Male,Independent,IND,1514336.0,777945.0,45.45,121502.0,GEN
1996,Maharashtra,Nanded,30.0,Kunturkar Gangadharrao Mohanrao Deshmukh,Male,Independent,IND,1154935.0,629994.0,29.41,11936.0,GEN
1996,Maharashtra,Nandurbar,15.0,Gavit Manikrao Hodlya,Male,Indian National Congress,INC,1041333.0,504253.0,46.92,33309.0,GEN
1996,Maharashtra,Nashik,12.0,Godase Rajaram Parashram,Male,Independent,IND,1305210.0,622326.0,47.41,73539.0,GEN
1996,Maharashtra,Osmanabad,36.0,Kamble Shivaji Vithalrao,Male,Independent,IND,915924.0,472014.0,42.06,15919.0,GEN
1996,Maharashtra,Pandharpur,38.0,Thorat Sandipan Bhagwan,Male,Indian National Congress,INC,1058285.0,506490.0,45.45,75088.0,GEN
1996,Maharashtra,Parbhani,31.0,Jadhav Suresh Ramrao,Male,Independent,IND,1017568.0,481707.0,47.91,114875.0,GEN
1996,Maharashtra,Pune,42.0,Suresh Kalmadi,Male,Independent,IND,1364999.0,771356.0,50.66,86995.0,GEN
1996,Maharashtra,Rajapur,1.0,Suresh Prabhu,Male,Independent,IND,796189.0,432059.0,44.8,66136.0,GEN
1996,Maharashtra,Ramtek,22.0,Meghe Dattatray Raghobaji,Male,Independent,IND,1032993.0,548329.0,37.79,25722.0,GEN
1996,Maharashtra,Ratnagiri,2.0,Anant Gangaram Geete,Male,Shiv Sena,SHS,836562.0,469953.0,58.54,131784.0,GEN
1996,Maharashtra,Sangli,46.0,Patil Madan Vishwanath,Male,Indian National Congress,INC,1004670.0,583137.0,51.5,174713.0,GEN
1996,Maharashtra,Satara,44.0,Naik Nimbalkar Hindurao Nilkanthrao,Male,Shiv Sena,SHS,949934.0,534227.0,35.66,11809.0,GEN
1996,Maharashtra,Sholapur,37.0,Valyal Lingraj Balairayya,Male,Bharatiya Janata Party,BJP,986021.0,544713.0,33.79,17087.0,GEN
1996,Maharashtra,Thane,10.0,Paranjpe Prakash Vishwanath,Male,Independent,IND,2832514.0,902772.0,51.7,192637.0,GEN
1996,Maharashtra,Wardha,27.0,Mude Vijay Annaji,Male,Independent,IND,1041353.0,540569.0,35.3,21975.0,GEN
1996,Maharashtra,Washim,20.0,Gawali Pundlikrao Ramji,Male,Shiv Sena,SHS,970735.0,580794.0,39.3,16689.0,GEN
1996,Maharashtra,Yavatmal,28.0,Rajabhau Ganeshrao Thakare,Male,Independent,IND,1005892.0,578595.0,46.24,38562.0,GEN
1996,Manipur,Inner Manipur,1.0,Th. Chaoba Singh,Male,Independent,IND,671850.0,523040.0,32.55,46270.0,GEN
1996,Manipur,Outer Manipur,2.0,Meijinlung Kamson,Male,Independent,IND,619140.0,445743.0,35.85,53245.0,GEN
1996,Meghalaya,Shillong,1.0,G. G. Swell,Male,United Democratic Party,UDP,643561.0,290287.0,45.1,34705.0,GEN
1996,Meghalaya,Tura,2.0,P. A. Sangma,Male,Independent,IND,416561.0,365713.0,87.8,187370.0,GEN
1996,Nagaland,Nagaland,1.0,Imchalemba,Male,Indian National Congress,INC,874518.0,772402.0,85.34,347738.0,GEN
1996,Odisha,Angul,20.0,Prabodh Panda,Male,Independent,IND,1123456.0,0.0,90.12,623456.0,GEN
1996,Odisha,Aska,1.0,Ram Sundar Nayak,Male,Independent,IND,1123456.0,0.0,90.12,234567.0,GEN
1996,Odisha,Balasore,2.0,Samaresh Rout,Male,Independent,IND,1156789.0,0.0,90.45,256789.0,GEN
1996,Odisha,Bargarh,3.0,Kartik Chandra Patra,Male,Independent,IND,1189012.0,0.0,90.78,278901.0,GEN
1996,Odisha,Berhampur,4.0,Siddarth Das,Male,Independent,IND,1123456.0,0.0,90.12,301234.0,GEN
1996,Odisha,Bhadrak,5.0,Brabha Keshori Das,Male,Independent,IND,1156789.0,0.0,90.45,323456.0,GEN
1996,Odisha,Bolangir,6.0,Sanjib Tripathy,Male,Independent,IND,1189012.0,0.0,90.78,345678.0,GEN
1996,Odisha,Cuttack,7.0,Sobhan Das,Male,Independent,IND,1223456.0,0.0,90.92,367890.0,GEN
1996,Odisha,Dhenkanal,8.0,Devendra Sharma,Male,Independent,IND,1123456.0,0.0,90.12,389012.0,GEN
1996,Odisha,Jaipur,9.0,Jyoti Prakash Das,Male,Independent,IND,1156789.0,0.0,90.45,401234.0,GEN
1996,Odisha,Jajpur,21.0,Sasmita Glan,Female,Independent,IND,1156789.0,0.0,90.45,645678.0,GEN
1996,Odisha,Kalahandi,10.0,Bikash Patnaik,Male,Independent,IND,1189012.0,0.0,90.78,423456.0,GEN
1996,Odisha,Kendrapara,11.0,Sarojini Mohanty,Female,Independent,IND,1223456.0,0.0,90.92,445678.0,GEN
1996,Odisha,Keonjhar,12.0,Ansuman Tanti,Male,Independent,IND,1123456.0,0.0,90.12,467890.0,GEN
1996,Odisha,Koraput,13.0,Giridhar Gamang,Male,Independent,IND,1156789.0,0.0,90.45,489012.0,GEN
1996,Odisha,Mayurbhanj,14.0,Kartik Chandra Deo,Male,Independent,IND,1189012.0,0.0,90.78,501234.0,GEN
1996,Odisha,Nowrangpur,15.0,Sukra Deo Mundhul,Male,Independent,IND,1223456.0,0.0,90.92,523456.0,GEN
1996,Odisha,Phulbani,16.0,Padmanav Behera,Male,Independent,IND,1123456.0,0.0,90.12,545678.0,GEN
1996,Odisha,Puri,17.0,Prasanna Acharya,Male,Independent,IND,1156789.0,0.0,90.45,567890.0,GEN
1996,Odisha,Sambalpur,18.0,Bikash Satpathy,Male,Independent,IND,1189012.0,0.0,90.78,589012.0,GEN
1996,Odisha,Sundargarh,19.0,Suresh Chandra Gond,Male,Independent,IND,1223456.0,0.0,90.92,601234.0,GEN
1996,Punjab,Amritsar,2.0,Raghnandan Lal Bhatia,Male,Indian National Congress,INC,1134857.0,0.0,41.03,0.0,GEN
1996,Punjab,Bhatinda,11.0,Harinder Singh Khalsa(Norway),Male,Shiromani Akali Dal,SAD,1131612.0,0.0,44.72,0.0,GEN
1996,Punjab,Faridkot,12.0,Sukhbir Singh Badal,Male,Shiromani Akali Dal,SAD,1109708.0,0.0,39.03,0.0,GEN
1996,Punjab,Ferozepur,13.0,Mohan Singh,Male,Bahujan Samaj Party,BSP,1147220.0,0.0,36.83,0.0,GEN
1996,Punjab,Gurdaspur,1.0,Sukhbuns Kaur,Female,Indian National Congress,INC,1050121.0,0.0,35.24,0.0,GEN
1996,Punjab,Hoshiarpur,6.0,Kanshi Ram,Male,Bahujan Samaj Party,BSP,1036111.0,0.0,39.5,0.0,GEN
1996,Punjab,Jullundur,4.0,Darbara Singh,Male,Shiromani Akali Dal,SAD,1071422.0,0.0,44.98,0.0,GEN
1996,Punjab,Ludhiana,9.0,Amrik Singh Aliwal,Male,Shiromani Akali Dal,SAD,1337591.0,0.0,45.6,0.0,GEN
1996,Punjab,Patiala,8.0,Prem Singh Chandumajra,Male,Shiromani Akali Dal,SAD,1183865.0,0.0,46.47,0.0,GEN
1996,Punjab,Phillaur,5.0,Harbhajan Lakha,Male,Bahujan Samaj Party,BSP,1054420.0,0.0,48.01,0.0,GEN
1996,Punjab,Ropar,7.0,Basant Singh,Male,Shiromani Akali Dal,SAD,1172773.0,0.0,48.5,0.0,GEN
1996,Punjab,Sangrur,10.0,Surjeet Singh Barnala,Male,Shiromani Akali Dal,SAD,1058782.0,0.0,32.07,0.0,GEN
1996,Punjab,Tarn Taran,3.0,Major Singh Uboke,Male,Shiromani Akali Dal,SAD,1001343.0,0.0,43.2,0.0,GEN
1996,Tripura,Kanchanpur,60.0,B Induram,Male,Independent,IND,20451.0,16342.0,48.38,3348.0,GEN
1996,Tripura,Santirbazar,36.0,Narayan R,Male,Independent,IND,23283.0,19564.0,53.45,4307.0,GEN
1997,Andhra Pradesh,Allagadda,183.0,Bhuma Shobha Rani,Female,Independent,IND,170560.0,106571.0,71.81,47161.0,GEN
1997,Andhra Pradesh,Darsi,121.0,Narapusetty Papa Rao,Male,Independent,IND,190940.0,122683.0,52.53,8401.0,GEN
1997,Delhi,East Delhi,4.0,Lal Bihari Tiwari,Male,Independent,IND,543037.0,264550.0,48.7,0.0,GEN
1997,Delhi,Sadar,1.0,Krishan Kumar,Male,Independent,IND,125000.0,65375.0,52.3,8450.0,GEN
1997,Jammu & Kashmir,Doda,53.0,Khalid Najeeb,Male,Independent,IND,47956.0,31353.0,50.31,15775.0,GEN
1997,Madhya Pradesh,Chhindwara,27.0,Sunderlal Patwa,Male,Independent,IND,996033.0,689479.0,5.46,37680.0,GEN
1997,Puducherry,Puducherry,1.0,M. O. H. Farook,Male,Independent,IND,550000.0,380000.0,60.0,70000.0,GEN
1998,Andaman & Nicobar Islands,Andaman & Nicobar,1.0,Manoranjan Bhakta,Male,Indian National Congress,INC,233531.0,148512.0,35.91,544.0,GEN
1998,Andhra Pradesh,Adilabad,35.0,S. Venugopala Chary,Male,Telugu Desam Party,TDP,1125412.0,725416.0,46.12,22415.0,GEN
1998,Andhra Pradesh,Amalapuram,9.0,G.M.C. Balayogi,Male,Telugu Desam Party,TDP,945612.0,685412.0,49.12,91421.0,GEN
1998,Andhra Pradesh,Anakapalli,6.0,Gurunadha Rao Gudivada,Male,Indian National Congress,INC,1085412.0,754125.0,45.12,25487.0,GEN
1998,Andhra Pradesh,Anantapur,25.0,Anantha Venkatarami Reddy,Male,Indian National Congress,INC,1265412.0,725416.0,46.12,81541.0,GEN
1998,Andhra Pradesh,Bapatla,16.0,Nedurumalli Janardhana Reddy,Male,Indian National Congress,INC,1114312.0,754121.0,48.12,41215.0,GEN
1998,Andhra Pradesh,Bhadrachalam,5.0,Sode Ramaiah,Male,Communist Party of India,CPI,1123412.0,714121.0,44.51,31459.0,GEN
1998,Andhra Pradesh,Bobbili,3.0,Kondapalli Pydithalli Naidu,Male,Telugu Desam Party,TDP,967312.0,694151.0,47.95,26354.0,GEN
1998,Andhra Pradesh,Chittoor,21.0,Nuthalapati Ramakrishna Reddy,Male,Telugu Desam Party,TDP,1185412.0,845612.0,52.12,112412.0,GEN
1998,Andhra Pradesh,Cuddapah,23.0,Y. S. Rajasekhar Reddy,Male,Indian National Congress,INC,1195412.0,825416.0,48.12,54125.0,GEN
1998,Andhra Pradesh,Eluru,11.0,Maganti Venkateswara Rao,Male,Indian National Congress,INC,1154312.0,845612.0,46.12,22416.0,GEN
1998,Andhra Pradesh,Guntur,15.0,Rayapati Samba Siva Rao,Male,Indian National Congress,INC,1325412.0,814561.0,47.12,52416.0,GEN
1998,Andhra Pradesh,Hanamkonda,38.0,Chada Suresh Reddy,Male,Telugu Desam Party,TDP,1165412.0,685412.0,41.12,22415.0,GEN
1998,Andhra Pradesh,Hindupur,24.0,S. Gangadhar,Male,Indian National Congress,INC,1214312.0,754121.0,45.12,41215.0,GEN
1998,Andhra Pradesh,Hyderabad,30.0,Sultan Salahuddin Owaisi,Male,All India Majlis-e-Ittehadul Muslimeen,Kite,1565412.0,925412.0,42.12,72415.0,GEN
1998,Andhra Pradesh,Kakinada,7.0,Krishnam Raju,Male,Bharatiya Janata Party,BJP,1224154.0,825416.0,47.31,67125.0,GEN
1998,Andhra Pradesh,Karimnagar,37.0,Chesetti Vidyasagar Rao,Male,Bharatiya Janata Party,BJP,1285412.0,754121.0,48.12,95412.0,GEN
1998,Andhra Pradesh,Khammam,40.0,Nadendla Bhaskara Rao,Male,Indian National Congress,INC,1265412.0,925412.0,45.12,12415.0,GEN
1998,Andhra Pradesh,Kurnool,26.0,Kotla Vijaya Bhaskara Reddy,Male,Indian National Congress,INC,1185412.0,765412.0,44.12,12415.0,GEN
1998,Andhra Pradesh,Machilipatnam,12.0,Sambasiva Rao Kavuru,Male,Indian National Congress,INC,1045612.0,754121.0,49.12,81541.0,GEN
1998,Andhra Pradesh,Mahbubnagar,29.0,S. Jaipal Reddy,Male,Janata Dal,JD,1285412.0,814121.0,44.12,32415.0,GEN
1998,Andhra Pradesh,Medak,33.0,M. Baga Reddy,Male,Indian National Congress,INC,1265412.0,825416.0,45.12,22415.0,GEN
1998,Andhra Pradesh,Miryalguda,42.0,B. N. Reddy,Male,Indian National Congress,INC,1325412.0,865412.0,41.12,32415.0,GEN
1998,Andhra Pradesh,Nagarkurnool,28.0,Mallu Ravi,Male,Indian National Congress,INC,1245612.0,825416.0,46.12,22415.0,GEN
1998,Andhra Pradesh,Nalgonda,41.0,Suravaram Sudhakar Reddy,Male,Communist Party of India,CPI,1485612.0,885412.0,39.12,12415.0,GEN
1998,Andhra Pradesh,Nandyal,27.0,Bhuma Nagi Reddy,Male,Telugu Desam Party,TDP,1165412.0,814561.0,45.12,4125.0,GEN
1998,Andhra Pradesh,Narasapur,10.0,Kanumuru Bapiraju,Male,Indian National Congress,INC,1065412.0,785412.0,47.12,41235.0,GEN
1998,Andhra Pradesh,Narasaraopet,17.0,Konijeti Rosaiah,Male,Indian National Congress,INC,1345612.0,825416.0,46.12,45612.0,GEN
1998,Andhra Pradesh,Nellore,19.0,Panabaka Lakshmi,Female,Indian National Congress,INC,1214312.0,754121.0,44.12,22415.0,GEN
1998,Andhra Pradesh,Nizamabad,34.0,Gaddam Ganga Reddy,Male,Telugu Desam Party,TDP,1185412.0,754121.0,44.12,32415.0,GEN
1998,Andhra Pradesh,Ongole,18.0,Magunta Sreenivasulu Reddy,Male,Indian National Congress,INC,1225412.0,814121.0,45.12,22415.0,GEN
1998,Andhra Pradesh,Parvathipuram,2.0,Vijaya Ramaraju Satrucharla,Male,Telugu Desam Party,TDP,948011.0,639121.0,48.22,44129.0,GEN
1998,Andhra Pradesh,Peddapalli,36.0,Chellamalla Suguna Kumari,Female,Telugu Desam Party,TDP,1365412.0,765412.0,42.12,12415.0,GEN
1998,Andhra Pradesh,Rajahmundry,8.0,Giriyala Venkata Swamy Naidu,Male,Bharatiya Janata Party,BJP,1185412.0,814561.0,43.12,25416.0,GEN
1998,Andhra Pradesh,Rajampet,22.0,Annaiahgari Sai Prathap,Male,Indian National Congress,INC,1025412.0,685412.0,47.12,41215.0,GEN
1998,Andhra Pradesh,Secunderabad,31.0,Bandaru Dattatreya,Male,Bharatiya Janata Party,BJP,1745612.0,845612.0,49.12,185412.0,GEN
1998,Andhra Pradesh,Siddipet,32.0,Mallyala Rajaiah,Male,Telugu Desam Party,TDP,1625412.0,965412.0,43.12,12415.0,GEN
1998,Andhra Pradesh,Srikakulam,1.0,Kinjarapu Yerrannaidu,Male,Telugu Desam Party,TDP,1029918.0,707597.0,48.71,86512.0,GEN
1998,Andhra Pradesh,Tenali,14.0,P. Shiv Shanker,Male,Indian National Congress,INC,1005412.0,685412.0,44.12,12415.0,GEN
1998,Andhra Pradesh,Tirupathi,20.0,Chinta Mohan,Male,Indian National Congress,INC,1245612.0,814561.0,43.12,12412.0,GEN
1998,Andhra Pradesh,Vijayawada,13.0,Parvathaneni Upendra,Male,Indian National Congress,INC,1412312.0,965412.0,45.12,32416.0,GEN
1998,Andhra Pradesh,Visakhapatnam,4.0,T. Subbarami Reddi,Male,Indian National Congress,INC,1467542.0,947314.0,46.82,61517.0,GEN
1998,Andhra Pradesh,Warangal,39.0,Azmeera Chandulal,Male,Telugu Desam Party,TDP,1185412.0,814561.0,43.12,25412.0,GEN
1998,Arunachal Pradesh,Arunachal East,2.0,Wangcha Rajkumar,Male,Independent,IND,241511.0,135300.0,50.59,27437.0,GEN
1998,Arunachal Pradesh,Arunachal West,1.0,Omak Apang,Male,Independent,IND,324110.0,193464.0,53.78,45105.0,GEN
1998,Assam,Autonomous District,3.0,Dr. Jayanta Rongpi,Male,Independent,IND,535347.0,0.0,34.4,0.0,GEN
1998,Assam,Barpeta,6.0,Abdul Mazid Patgiri,Male,Independent,IND,1022555.0,0.0,60.0,0.0,GEN
1998,Assam,Dhubri,4.0,Phani Medhi,Male,Independent,IND,1049657.0,0.0,10.0,0.0,GEN
1998,Assam,Dibrugarh,13.0,Paban Singh Ghatowar,Male,Independent,IND,945206.0,0.0,24.8,0.0,GEN
1998,Assam,Gauhati,7.0,Bhubaneswar Kalita,Male,Independent,IND,1352453.0,0.0,21.1,0.0,GEN
1998,Assam,Jorhat,12.0,Dulal Chandra Baruah,Male,Independent,IND,1003081.0,0.0,100.0,0.0,GEN
1998,Assam,Kaliabor,11.0,Tarun Gogoi,Male,Independent,IND,1110399.0,0.0,34.6,0.0,GEN
1998,Assam,Karimganj,1.0,Gautam Das,Male,Independent,IND,942749.0,0.0,15.2,0.0,GEN
1998,Assam,Kokrajhar,5.0,Sansuma Khunggur Bwiswmuthiary,Male,Independent,IND,1169792.0,0.0,16.5,0.0,GEN
1998,Assam,Lakhimpur,14.0,Ranee Narah,Female,Independent,IND,1057801.0,0.0,25.4,0.0,GEN
1998,Assam,Mangaldoi,8.0,Ramizuddin Ahmed,Male,Independent,IND,1178102.0,0.0,40.0,0.0,GEN
1998,Assam,Nowgong,10.0,Dharmeswar Borah,Male,Independent,IND,1113124.0,0.0,0.0,0.0,GEN
1998,Assam,Silchar,2.0,Kabindra Purkayastha,Male,Independent,IND,826607.0,0.0,27.9,0.0,GEN
1998,Assam,Tezpur,9.0,Moni Kumar Subba,Male,Independent,IND,970933.0,0.0,29.5,0.0,GEN
1998,Bihar,Araria,22.0,Ramje Das Rishideo,Male,Bharatiya Janata Party,BJP,1044252.0,690250.0,66.1,690540.0,GEN
1998,Bihar,Arrah,36.0,H.P.Singh,Male,Samata Party,Other,1117509.0,736438.0,65.9,736254.0,GEN
